,,offensive,tweet
810,4826,0,@TMZ @britneyspears mickey mouse ears hat....and tail for that matter.
811,4827,0,"@TMark617 feel same way about New England Patriots &amp; New York Yankees. But unlike u, I've worked in Boston &amp; NYC. Texas prison is upgrade"
812,4828,0,@TNKidsFoodPorn @Oreo ..............&#128530;
813,4829,0,@TOBINSUPREME so trash
814,4830,0,@TODDIE_soPLAYER well since you is blood you get a G pass but only this time and I won't tell wop about that lyric situation
815,4835,0,@TTUKingsbury morphing into Charlie Weis will never cease to be disturbing.
816,4849,0,"@TasogarenoRaiko If you decide to do Damara, you should make her a gladiola. We have gorgeous rust-colored ones coming up over here."
817,4854,0,@Tattoo_MyLife cuz the whole team trash
818,4861,0,"@TeamSky yellow in paris! Fantastic effort from #AllezWiggo and #VroomFroome..now just the last stage up for grabs #GoCav #TDF12"""
819,4863,0,"@TechN9ne why did they add your name all ghetto like that? Looks like they used label maker, lol!"
820,4873,0,@TerryTGood @1DancingCrane The Moors used to give kids free lunch in the Bronx when I was a kid. Glad to see they are still doing good.
821,4877,0,@ThaReal_GaPeach got it! thanks Hun! ima text u
822,4894,0,@ThatChrisEckert Gobble de gook
823,4896,0,@ThatGuyNorman @migue_pantoja trash
824,4906,0,@TheAngryAfrican @Kiyxni i don't think he can beat Mayweather but he's far from trash. Unlike Floyd he actually put Maidana down.
825,4907,0,"@TheBikeman99 My father was born in Nanticoke and attended Lehigh. I'm a CT Yankee, but love the Pennsylvania Dutch cooking :-)"
826,4909,0,"@TheBlondeBetch WHOA sorry for the spell check error, its not ho it was hey so sorry"
827,4914,0,"@TheClaireBear36 Don't like to trash talking either way. But to be fair, that's just on Twitter. I'm having a ball on texts."
828,4920,0,@TheGamecubeGuy I liked the day a bird got in your classroom.
829,4921,0,@TheGamecubeGuy any more birds in school?
830,4922,0,@TheIronPony You rebel. Next you'll be ripping mattress tags off. It's a slippery slope.
831,4925,0,"@TheJadedNYer oh, well turns out that baby aint mine! *does jig*"
832,4932,0,@TheLittleFella_ @OLE_VertyBstard @thereal_EMandM @Justinrogo01 boooooooo that was trash
833,4933,0,@TheLittleFella_ do yourself a favor and ball that up and throw in the trash.
834,4936,0,@TheMayorMatt @Frizzle18 I like where ur domes at #smart
835,4937,0,@TheMayorMatt has to be #live version ! #pulledpork #clams #babyjesus #lilsmokey
836,4939,0,@TheMayorMatt the early bearded man gets the clam ? #herkfacts
837,4952,0,"@TheREALJB1RD @winchstrracin @wyatt11w Maybe he can call Hootie back up, he don't answer me anymore but still have crows."
838,4953,0,@TheREALJB1RD Gotta get my superbowl shirt at the cleaners then we hitting the big bird.
839,4970,0,"@TheRyanAdams word, bird"
840,4974,0,@TheSeanyV would help for some others can't handle uppers and cripples them plus if moderation isn't taken into consideration it'll be bad
841,4975,0,@TheShoeBible @Steamed_Greens Them hoes are clean!
842,4977,0,@TheTrackMamba gator bait &#128010;&#128548;
843,4978,0,@The_Gambit Ha. He ain't welcome in Washington State or Nashville. Serpas is straight trash.
844,4992,0,@Things4FLppl Yankees like Florida State; not Floridians.
845,4997,0,"@Threehoez rip plate, brownies, large tea, fries, beans potato salad, poboy"
846,4999,0,@TibaBurger: Straight off the bench #ned #WorldCup2014
847,5006,0,@Titan4Ever2488 how are Yankees games on the radio? Good announcers?
848,5007,0,@Titan4Ever2488 how do Yankees fans look back on Gary Sheffield's time with the team?
849,5008,0,@Titan4Ever2488 some Mets fan tried telling me Rivera isn't of the best Yankees of all time because he is just a closer. WTF
850,5010,0,@ToWherever I'm not yellow I'm sorry
851,5011,0,@ToWherever yay im a whitey :3
852,5012,0,@ToddIrwin1 NFL... Forgetabout they got until February. It's the pennant race. Let's Go Yanks.
853,5016,0,@TomCrean ill scream from France for you Tom! #IU #iubb #hoosiers #creanandcrimson
854,5018,0,"@Tom_Morehart @cjc_is_alive @JoshuaTyl0r 9 of 15 BCS titles, $314 mil in revenue. It's great being in a redneck conference. And not in Ohio."
855,5026,0,@Torn_Rose republican teabaggers should be jailed for treason.....
856,5031,0,@TreshaRenee I didn't make to any games last season. Just looked it up. Astros open up with the Yankees 1st of April
857,5033,0,"@TreyDoe_: @HallDerik @20ToLife_ once fag."" You got pressed to the ground? ..hang up your cleats n never put them back on or think about it"
858,5060,0,"@TwoStarScoob good job tonight! You need to eat some crackers so,you'll stop throwing up !"
859,5068,0,@TylerCarboner hey I'll leave Abbey too! Oh if I get a job on the slope I might move back! Cause id lose out on lots of money buying tickets
860,5073,0,@UdrewhendersonU Nope. Super chocolatey yummy brownies.
861,5077,0,@UniversionRBLX Don't you have a trash can?
862,5082,0,"@VNNForum These Marxist kikes promoted Anti-Semitism by creating this film, what was their incentive? They just promote their enemies."
863,5092,0,@VictorB123 @KHShan yea.. you don't live down here I guess. We still got roofs that aren't fixed from Charlie and Jeanne.
864,5096,0,"@Victoria_Star1 haha..monkey feet,i like it..but 4 real,feet are magical on a back..it smoothes every nook and cranny of tightness ;}"
865,5106,0,@VoiceofaPatriot Now now&#8230;that bird is one of God's creatures :-)
866,5109,0,@WHAScameradan We might have more. Can't really be sure. But some weird little bird said that might be a possibility. Stay tuned. Maybe.
867,5110,0,@WHSVGrantCruise birds of a feather. You stand with PETA. I stand with sanity.
868,5111,0,@WORSTRAPLYRlCS Everything Jay-Z writes is trash.
869,5116,0,@Wagz This cold we have going around our little hick town had about everyone I know locked in their houses for better than a week. Stay well
870,5117,0,@WakeUpPeeps1 Read w/o slant your orig statement said 'everything' we have...that is the only extreme comment made
871,5121,0,@WarriorRN61 @mrgeology you inferred he tried to ho to Nam. He did not. He dodged it. He is no great leader.
872,5126,0,@WebAntOnYT btw Jim crow laws were supported by democrats not republicans and MLK was a republican #Fact
873,5127,0,@Web_BOW yes das def da problem.if his.teacher was a spear chucker he woulda gt both dose rite
874,5132,0,@WendyDavisTexas your 30 second add just ruined it. A new low picking on a cripple
875,5147,0,@WilliamFBrasky @TheRandomBoner i feel the warm fuzzies.
876,5148,0,@Willstreakk @Tycff10111 according to you my place is in kitchen. Excuse me while I take out the trash
877,5149,0,@Willstreakk @Tycff10111 by trash I meant u lmaooo
878,5151,0,@Wimp_W_Diesel yu forgot we beat yall? Thats like a garbage man calling a janitor trash
879,5153,0,"@Wizards_DnD @JimZub tranny dragons, eh? I know some people that will love this!"
880,5184,0,@XANAXDREAMS &#128557;&#128557;&#128557;&#128557; about the beanies but steal my description but u aren't salty or fake
881,5189,0,@XxminijokerXx I HATE birds! They just piss me off about the fact that I can't fly!
882,5200,0,"@Yankees @marines1994 Daggone it Twins, kick it up a notch... Time to beat the Yankees..."
883,5201,0,@Yankees Only good thing about this season. #FireCashman .
884,5202,0,@Yankees Scores don't matter in Spring Training man!
885,5203,0,@Yankees and we all fell asleep @Frizzle18
886,5204,0,@Yankees go away already @Frizzle18
887,5205,0,@Yankees isn't that kind of saying the #Braves won't make it to the World Series? LOL
888,5206,0,@Yankees probably time to put this twitter feed to bed #nyy
889,5207,0,@Yankees team sucks
890,5208,0,@Yankees ugh
891,5211,0,@Yaremisxo whatever Neymar trash
892,5214,0,@YeIIowbang yeah people know he's not trash but his game is limited and it showed late in games against Portland
893,5216,0,@YellabeautyKC home coon
894,5219,0,@YessMe_SHAY I want my poms back lmfao
895,5220,0,@YesseSmith I was born yellow
896,5222,0,"@YouBoysInGreen hahaha, made ya eat crow...."
897,5225,0,@YoungJeezy got me feelin like #trappin ain't dead. Got me ready to call the #guala! #Salute da truth! #SeenItAll #SeenItAllTheAutobiography
898,5237,0,@YungCofGOA @12YearsAHaitian need to start mcbob because Williams only shoot let him play with bird
899,5248,0,@ZP3_ the little girl Tom Sawyer gets trapped in the cave along with Injun Joe and almost die. injun Joe dies and they find his treasure
900,5281,0,@_BDOE bro u trash at that zombies
901,5292,0,@_BradleyC skate 2 trash :(:( skate 3 had goat DLC
902,5300,0,@_DRACHEOFFICIAL I've tried. I always hit ALT+F4 and eat Mega Stuffed Oreos because I can't figure out those programs. lol
903,5314,0,@_JaelynBeeee somebody looks like the die on the first tubes on flappy bird lol!
904,5319,0,"@_Lakers4Life24 Tracy Morgan is a sad comparison..... Come on try again, Dwight Howard is the most accurate. Stupid monkey."
905,5325,0,"@_Linsanity22 derrrrrrr, 1st of all her songs are actually good compared to the other trash, +++ shes SUCH a showman omg"
906,5351,0,@_SparkleLikeZen saves you a brownie*
907,5396,0,@_dimejii i know so. What Samklef said wasn't a lie man. This guy think is a beast in Naija Pop. His music is trash not the wizkid of before
908,5404,0,@_icantmiss Boys still got birds in the cage? Lol
909,5424,0,@_shegotthis yellow rice black beans and pork chop sis
910,5425,0,@_spenceyy @5SOS not scanger
911,5463,0,@abdullah_omar comes from a guy whose sole qualification to be CM is being the lucky sperm :-)
912,5466,0,@adnanESPN Houston was top five in AHL attendance while Aeros were here. The transplanted snow bird would love a team.
913,5474,0,@aj2amazing Obispo ho. We'll do it big
914,5478,0,@akaREKT @LadyVodkax in with the go to air out with the bad air and where's my next brownie
915,5484,0,@alberdough check cashing on the corner of El Cajon and calwood it's across the steer for pollo loco
916,5493,0,"@alexnolan1990 @claddos @takutaneka @regankelly91 ill give you a tip, beware of the ugly birds who hide behind massive lensed sunnies!"
917,5503,0,@allsportsbruh how? All of the QBs we had before this season were trash. They brought in a veteran so they could have someone to play
918,5507,0,"@almuirSI Probably, yeah. By most accounts, he has the personality to handle it though. And he can wear a yellow suit if he puts up points."
919,5519,0,@andersonDrLJA i'm so sick of self serving politicians standing by while BO trashes America. #WeAreRepublicNotRegime #ImpeachObama
920,5528,0,"@antiamnesty @AppSame @WhiteHouse 
I agree 100%. No naturalized citizenship, no anchor baby amnesty. All go to parents country of origin."
921,5533,0,@ariennajanee its mutual my lil yellow bone&#127827;
922,5534,0,@ariennajanee thats why youz a yellow bone &#128155;&#128155;
923,5542,0,@ashley_smith20 colored contacts
924,5545,0,@ashleyypat17 if im trash ur trash since we baes now
925,5547,0,@asiahh__ nah I replied to you like I did to literally everyone else who called it trash... Go and check if you don't believe me
926,5555,0,@aurabogado el negro?
927,5559,0,@awfulbot are you a pig or are you a bird
928,5563,0,@b0ssladyre just ate a wees brownie and is seeing random cats
929,5565,0,@b1gsean21 lets just say hellen keller makes better brownies
930,5585,0,@baileymw22 you're the sole reason I come to that chipotle incase you didn't know. Keep up the good work babe
931,5586,0,@ballzahoy cowboy killers.&#128525;
932,5587,0,@basedgvbe trash
933,5598,0,"@beepbeepamanda Today was Talk Like A Pirate Day, and absolutely NOBODY knew Id been doing a Charlie Morton impersonation all day."
934,5605,0,@beth4158 no steak here either. No hurry on brownies. Just that picture u posted made me all but drool on my phone. :)
935,5609,0,"@big_msudawg11 oh state, just enjoy your trailer trash and your sub par sports."
936,5616,0,@billyeichner Since @TomCruise will be a hoser... hi.
937,5617,0,@billyrunaway Hope she's larger than a bird.
938,5624,0,@bitty_boop @Oreo cookies sound wonderful.
939,5626,0,@blackrepublican how long after the name change will al memorabilia w/redskins name be deemed racist and therby illegal?
940,5627,0,@blackymiles lol to get the yellow bleach stain out use a baking soda hydrogen peroxide paste on the stain and throw in the washer
941,5630,0,@blowme you mean trash.
942,5633,0,@bocgeogaddi @anepicname lmaooooo epic bird wins.
943,5645,0,@boxingscene @RPopBox @BronzeBomber @boxing this Charlie Z really does need mental help check this out http://t.co/CkBS6WcZu1
944,5649,0,"@brandonDGK420 the only boards I still have from them are just the tie dye ones, monkey edition, black and silver , and the newest ones"
945,5656,0,@brianabrazilian oh... my phone is some trash! but you knew that!
946,5661,0,@brianstelter took uber yesterday. Advertised as 20% &lt; NY taxis but was actually a yellow taxi at same price. #uber
947,5664,0,@brittbritt_naay &#128514; I'm a wexican
948,5666,0,"@britty_jurgens a music suggestion is ""lil spook"""
949,5675,0,@butterfliesblue I heard green tea makes you lose weight.... And Imma coon so that explains the watermelon
950,5677,0,@c00ntact @KevinI bumcia is trash smfh I would've thought he would have gone after Khan but what you said makes sense
951,5678,0,@c_drew_ I'm guessing so. The players are talking trash.
952,5681,0,@cakedjake We're laying rock around our lake. You're welcome to join a redneck workout. #muscles &#128170;&#128513;
953,5689,0,@caraabastow That's a cute and fuzzy one...hehehe ;)
954,5690,0,"@caritoguey 02' Charcoal 7s are pre-owned, no sole wear or scuffs Size 10.5, Cherry 12's DS size 11.5"
955,5691,0,@carlybaejepsen trash
956,5693,0,@carolinebakkk those were bumblebees....
957,5694,0,@carpedehope not if you're standing in btw the yellow lines
958,5698,0,@caycifish What is that monkey doing to those poor bottles?
959,5708,0,@cgoodwoman @stevenadamswv Crystal probably only person in world interested in my poor black hillbilly:Jamaica::poor white hillbilly:WV idea
960,5719,0,@charlierose @jdickerson racist @NorahODonnell Texas trash GWBush came to WH numb remember he and Republicans stole the election
961,5720,0,@charlierose @jdickerson racist@NorahODonnell Tx trash there's no comparison betwn Pres Obama n GWBush rt poll will show He's supported 100%
962,5721,0,@charliesheen Charlie PLEASE STOP. from 1 ole fart 2 another...
963,5722,0,"@charliesheen Charlie, im an old lady. don't EVER SAY UGLY THINGS ABOUT UR CHILDRENS MOM.. I GET IT!!!, JUS DONT! BIG HUG"
964,5723,0,@charloosss @keepitplur @nicoleariel_ I'll chug my tall can . but homegirl won't approve lol
965,5726,0,@cheetahxcheeks lol trash I would of kept it if she was cute
966,5731,0,"@chris2x @NevadaPR Camels, ostriches and zebras! See you at the races! #VCCamelRaces"
967,5733,0,@chrisbickert i want it! I love her gooks! she is awesome where did you get it?
968,5738,0,@christianvansly haha I'm shocked barca got more yellow cards this time
969,5739,0,@chucktodd @meetthepress he was walking &amp; 3 little birds pitch by his doorstep. Singing sweet songs of melodies pure &amp; true. Saying ...
970,5743,0,@clangloisss hmu negro
971,5744,0,"@claraoswined cute, but I love her yellow raincoat the most, the contrast with that&amp;her hair looks so cute! :P I love her face in your icon!"
972,5746,0,@cleggzta Ho ho ho.
973,5751,0,@cnnbrk let me guess they have yellow cake too? Same crap different president
974,5758,0,@contrarian11 @YouTube yeah. great song. just watching the MSG concert of 1990 Yankee Stadium gig.
975,5768,0,@craigcalcaterra Hes behind the plate for the game tonight here in AZ. Im looking to buy a red&amp;yellow Balkamania shirt I can tear off there.
976,5779,0,@cryancarfield haven't you ever heard the story of the birds and the bees
977,5783,0,"@cullenbunn Maybe Baylee Ann, Tater Pud, Nurse Fester, Charlie Chainsaws, &amp; Mama Rot should be their own team?! Next time in PunisherMAX!:-D"
978,5784,0,@cumkwats thank you based pee slit
979,5788,0,"@cxslug I never did those games, but I was obsessed with Angry birds. Which is why it took me so long to do CCS. I was scared. Lol"
980,5789,0,@d6_9b idk... It's trash though!
981,5790,0,@dabbba @Pinchehonkey Far as I can tell coon tracks on the cab door window - tractor was parked by some trees away from home
982,5792,0,@daggerbyte @MichaelSmartGuy @spacej_me @pizzahut Given the rickety slant of that roof I'd say more like Pizza Shanty
983,5794,0,@daishialopez how could you say such a thing woman?! You have two functioning chest tables to hold your peanut butter and crackers!
984,5802,0,@danifreshh some weird local ghetto school haha
985,5806,0,@danram70 pussy. It's science. Donaire via Rachel spelling error
986,5812,0,@darealwalt_jr he see the jig
987,5813,0,@darrenburton_ and take the trash out and separate the recyclables
988,5815,0,"@datachick Humanity really needs to get past this whole ""slow down and stare at the scene of an accident"" ape mentality we have :-/"
989,5825,0,@dchestnut26 don't shake your head at me. I just love to trash talk.
990,5845,0,@derek_gatewood it's not ghetto you fool.
991,5847,0,"@desamador you gotta be like me n the twins, just chug it all before everyone"
992,5850,0,@dgardner @YoniFreedhoff Sounds like the hysteria over bird flu a few years back. It had a lower mortality rate than the regular flu.
993,5855,0,@discordianslip I hope my fuzzy head doesnt tickle too much.
994,5857,0,"@dish 
Was just wondering if yo espect to add mo colored tv stations befo I renew dis"
995,5869,0,@dminion25 it's kinda screwed up that they were my guinea pigs but i was only experimenting on taste instead i got more interesting results.
996,5871,0,"@dolphrudager Nope, never taken neighbors actual stuff. Just wifi. Acct info in their trash cans at 3am. Super easy."
997,5872,0,"@dolphrudager Only one current Yankee sells! Only one current BoSox sells! Only ONE player on each L.A. team sells! Most teams have 0, yeah."
998,5885,0,@dreadywhiteboy @JwanUrebay then the kid he sold it to brought it back to him cooked in a brownie
999,5893,0,@dustincmc @KevinKillsThngs ghetto=black
1000,5894,0,@dxum7 Jordan's are trash
1001,5895,0,@eGoTheIcoN everytime pro teams do GB tourneys that get schmanged. Im not fanboying im just saying I don't think u should say they're trash.
1002,5896,0,"@eGoTheIcoN those ""trash"" SnD stars would scrape ur team in SnD and most pro teams."
1003,5897,0,"@eHarmoniee first second an third mistake...&#128514;&#128514; i been hearing it wus trash tho...kinda wan give it a listen, kinda dont"
1004,5899,0,@eanahS__ nips
1005,5901,0,@ebomb26 cool beaners.
1006,5902,0,@ebomb26 cool beaners. i just got home. ready to keep my couch from floating away. lol
1007,5905,0,"@edouglas528 I know how you feel,wait,no I don't. Perfect week for me would be Yanks not getting Lee #goSox #goPats"
1008,5906,0,@edouglas528 Quick game for Sox Yanks.....hope you get home soon
1009,5907,0,@edouglas528 Sorry bout your Yanks Earl....who uya like in the WS?
1010,5908,0,@edouglas528 That would be your Yankees Earl....we all know they should win all 162
1011,5910,0,"@edwards_cait ghetto, driving a nice car, and not having to pay a lot for rent. I drive a Lexus, and pay little rent. Just saying."
1012,5911,0,@efethegoddess The shirt trash &#128546; and I'm leaving your room a mess &#128522;
1013,5915,0,"@elchavaloko @Buckm00se yeah sorry monkey team just keeps kicking ppl, waiting for muh pizza"
1014,5916,0,@elchavaloko Toma ESO negros @panama
1015,5917,0,@elchavaloko pinche panamonos negros me Dan asco
1016,5921,0,@elise_palmer im assuming mickey bubbles
1017,5922,0,@elise_palmer sounds like gypos to me - they used to do this all the time where I lived
1018,5923,0,@elise_palmer youre cheating on mickey bubbles! :O
1019,5925,0,@elliottgianaris gook
1020,5926,0,@emilysteers WASP EGGS
1021,5928,0,@emmysetter14 dayum saterlyt shoz un bayg ho-ul
1022,5930,0,@ennuitimes clever monkey!
1023,5932,0,@eonline @KimKardashian @kanyewest mr. and mrs trash
1024,5937,0,@erinscafe Bu I do. I do hate the playa. And the Yankees. If I hate the Yankees for their payroll I have to hate the Dodgers.
1025,5940,0,@erinscafe We hate them more than the Cowboys and Yankees.
1026,5941,0,"@eruditetina @Orgleader Hey @RevJJackson why dont u get ""involved in black on black situations""? 'Cause hate whitey? B honest now #MikeBrown"
1027,5955,0,@fairflattaxnow @Morning_Joe @JoeNBC hey #teabagger the law made it a FELONY to keep and collect the records. Get your facts straight
1028,5956,0,@fairflattaxnow discredited by whom? Per the government the study is good and factual. Pay your bills moocher teabaggers and republicans
1029,5958,0,@fangsbites @the506 Huge Yankee fan....enjoy http://t.co/tKM8l9Ty
1030,5959,0,@fawfulfan @BigKahuna919191 @alfranken birds of a feather. go away
1031,5965,0,@fennecuskitsune you've got no sole
1032,5975,0,@foreverschmoked vertical nip bars..I already have horizontal ones so I think it'll look hella cute
1033,5976,0,"@forgivemehera also, I put 'i touch myself' on a ned/chuck mix."
1034,5979,0,@frankthetank215 @Jim_McCloskey Fran is a hillbilly Virginia mountain man who has pre-1800s white Anglo-Saxon beliefs #frankensteinMD #kikme
1035,5981,0,@fredabrahams @Brown_Moses I saw the actual tweet while scanning Jihadi accounts. They put a screen shot of it with: all aid workers r spies
1036,5993,0,@gabby_moscato @Huntermoore They would make a great baby bird pic bruh!
1037,6011,0,@geokthree I literally just told @Black_SinS to his face how trash he is at the shop in hooping
1038,6014,0,"@gerfingerpoken2 His job as US Prez, to protect us is throw in trash..Ebola ER at our cost Daniel, both money &amp; lives! DoG"
1039,6024,0,@gifs http://t.co/J1PWlaeRCu (via @teapot)
1040,6029,0,@gln @capotej Do you think the guinea pig was okay? :(
1041,6034,0,@goldietaylor @theGrio puppets like Don will intentionally and forever cripple our people's ability to unify a Eco and political consensus
1042,6035,0,@goldiethegamma @CLoprestiWFAN I'm referring to the second down put Vick in slot play #trash
1043,6037,0,@goldnsilvercoin the worst terrorists are republican teabaggers...
1044,6038,0,@goldnsilvercoin this guys company had best year EVER...under Obama....conservative teabaggers are scum
1045,6043,0,@greekkid31 @TaraSetmayer @TheWillDunne yes true reagan was the first..ike wouldnt. While president and he was supreme allied commander.
1046,6044,0,"@gregorious13 I don't understand it, there's trash cans/dumpsters everywhere and if there's not, just wait till you go somewhere with one."
1047,6047,0,"@grinand BTW, Happy Birthday, Charlie! Get better soon!"
1048,6048,0,"@grinand http://www.youtube.com/watch?v=LRtKAQJUc3g Stay safe out there, Charlie."
1049,6052,0,@gundeathjournal @ackdoc @nra lax gun laws? Ur retarded. There's murder there bcuz no one can defend themselves. Only crooks have guns there
1050,6061,0,"@hardball @Milbank Chris stop your angry bird spitting n Dana go hail ur racial tendicies, u didn't infor, carter rt n u never talk abt him"
1051,6062,0,"@hardball @now @hardball_chris now jimmy want to talk trash would've ,should've, could've now, Chris stop talking and spitting!!!!!!!!!!!!!!"
1052,6070,0,@haylebopp Diaval gets a pass by virtue of mostly being a bird.
1053,6071,0,"@haylebopp last year i had to explain why ""queer theory"" is the acceptable academic term"
1054,6073,0,@hayyllss Merry Christmas Hun ! &#127877;&#127876;&#10084;&#65039;
1055,6076,0,@heavensenttynae nd you kno how much I love clams lol
1056,6077,0,@heavensenttynae you kno I love stuffed clams bai
1057,6099,0,@holmes0786 only if its yellow cake &amp; chocolate frosting
1058,6101,0,"@hotzgeor Kept the border open to disease from Central America, lowest workforce part. % since Carter, yep, a real boon to NC.@ThomTillis"
1059,6106,0,@hxhsharingan666 did you make an animal cracker taco
1060,6135,0,@iStandy is he chunky?
1061,6136,0,@iStricer You are hairy like a monkey. : P
1062,6142,0,"@iamkrause 
I ain't never orderin from no colored pizza stow"
1063,6147,0,"@icpchad @UnseeingEyes ......monkey look, just like you!"
1064,6149,0,@idkconstancio I'm trash
1065,6150,0,@idochips honky tonk badonka ankh
1066,6160,0,"@ilovemytroops @SenatorTimScott I see. So you feel betrayed, your racism comes out. Shocked you didn't call him Uncle Tom you bitter loser"
1067,6164,0,@imdevincarlson trash*
1068,6165,0,@imgooby you're not funny trash
1069,6167,0,@imjoshdean That's hoser eh to you. http://t.co/QuLrtOWmLB
1070,6175,0,@intheKCmix The last planet of the apes with my kids... It's been a minute
1071,6177,0,"@intrepidokie nice lie #teabagger. Just because you want to see it doesn't make it real. Like Reagan was a conservative, another huge lie"
1072,6179,0,"@iowahawkblog I also recommend 6pack of shiner Bock and 12 hours of brisket duty at ""the pit"" feeding oak coals &#128521;"
1073,6199,0,"@izziorizzi i'm not a trash talker, brah. i'm polite and diplomatic on and off the court."
1074,6203,0,@jaaaaaade__ You can't see it but I'm flipping you the bird
1075,6207,0,@jacobkesler @ki_kibaby @__adamdavis or if we pick you up in SC and take you with us nip to CR.
1076,6208,0,"@jacquebland Weird to see a local yokel ""journalist"" get worked up enough to take such a pointed side, though. Thought they were impartial."
1077,6221,0,"@jasonjwilde On that 4th down incompletion, both the slants looked like better options. Shame, but there&#8217;s a youth &amp; lack of trust going on."
1078,6233,0,"@jazqui That's why I'm partially glad that I have to say ""Hi ho, Kermit the Frog here"" to slip into my Kermit voice well."
1079,6238,0,"@jeffgill24 hey #teabagger Bohner said he got ""98% of what he wanted"" in sequester. You sound like a moron when everyone knows you are LYING"
1080,6249,0,"@jermhudson @lanele123 no way !! I'm on a ""dude you are fat"" diet Twinkies are the devil, so are breakfast tacos. I miss breakfast tacos&#128514;"
1081,6254,0,@jesseleesoffer it totally does. smells like brownies every day i walk to work.
1082,6255,0,@jessespector bird hats &gt; every other hat
1083,6256,0,"@jessespector the bird has a hat. So it's hats on hats, who can beat that?"
1084,6257,0,@jessicacassell1 find a new hillbilly!! #spiritweek!!
1085,6258,0,@jessitron @Bsilverstrim77 ...in fact were I to start a for-profit university this would be the sole requirement for graduation!
1086,6259,0,"@jesslaw Ha! I'm actually going to see a Yankee game, as weird as it sounds. My uncle's house in NJ is an hour away."
1087,6260,0,@jesstoth we could get matching burner phones and be ghetto fab for a few months
1088,6274,0,@joeysulipeck @myfoxmemphis the minute those red n yellow for rent signs go up the reg. ppl start selling n move
1089,6281,0,@jonsweethearts how are you Argie?
1090,6284,0,@jordan_luree @NatalieSchroyer me or nat!? &#128514;&#128514; def not me with that shiner
1091,6285,0,@josephljenkins Have heard some hillbilly grumblings that bugs worse in recent years because of MIC shutdown.
1092,6288,0,@joshbuddy blue cheese crackers intrigues and repulses me at the same time.
1093,6294,0,"@jrlikeswhisky @ZwithR stegosaurus hissed like a snake, pterodactyl sounded like a crow,T-rex like a cross between a parrot and an elephant"
1094,6297,0,@jsimsromance My guy is a Maine coon and a total cuddle bum. Every one that I've ever met has been super friendly.
1095,6305,0,@juniorshabidoo also Nack which autocorrect changed so I'm putting my phone in the trash and going to sleep
1096,6323,0,"@justinhall3434 
God bless you whitey. I be sleepin in tomorrow"
1097,6329,0,@k_tempsss lol then they have one more flavor I think it's yellow idk.. But yea there bomb.
1098,6333,0,@kamkamluvsblk Yeah one called me a race traitor lol
1099,6346,0,"@karmendanielle_ aka he wanna keep you warm, shoulda just introduced himself #coons"
1100,6347,0,@karmendanielle_ let the coons be great it's in the dream
1101,6350,0,@kate_beckwith74 don't judge me monkey
1102,6354,0,@kathleen_herne Stink should shut his hole &amp; just perform his tricks like a good trained monkey
1103,6366,0,@kayliefarmer hey now there's no need for foul language you kike
1104,6368,0,@kaylonnnnn then who are you to call me trash &#128522;
1105,6371,0,"@kayt27 poor coon.......snow stopped here,now if the wind would it might be nice out,well for winter"
1106,6377,0,"@kboydee like some of the ""worst"" lyrics they post are beautiful but just because they don't know what they're talking about, it's ""trash"""
1107,6379,0,@keishagreyxxx that's the beauty of them brownies I always daydream about what I'd do if I hit the powerball lol (nerdy but fun)
1108,6385,0,@keno_ Isn't there a law that all clam chowder must be served im bread bowls? Haha
1109,6388,0,@kenzieblake2015 its pretty easy actually. I'm just the cashier. Right now I'm eating those animal crackers lolol :)
1110,6395,0,"@kfocht735 Nope - got lucky - some washing on the slopes, gonna make it a little rough combining but feeling very fortunate today"
1111,6396,0,@khamillkilroy &#128514;&#128514; Shy Glizzy
1112,6490,0,@kilmeade @foxandfriends don't you mean crowd not crows
1113,6497,0,@kincade00 @mistaturk5 lmaooo just call my phone if you want them birds *Migos Voice*
1114,6531,0,@ksecus I give up on the Tankees I mean Yankees. Maybe next year!!
1115,6533,0,"@kuczaaaK @Tyg235 Kris, griff is too ghetto to know anything about sperrys or vans"
1116,6550,0,"@lauramartyy ""wait n as in nick or m as in mick?"" &#128514;&#128514;"
1117,6553,0,@lcl03 the slopes aren't for us bro Hahaha
1118,6554,0,@lcl03 you've been talking trash since we were 3 and 5.
1119,6560,0,"@leprechaun_ie Strong with the Force, leprechauns are."
1120,6580,0,@litigiousmind I skipped the running. And am eating chips. And brownies.
1121,6585,0,"@littlelouie33 eh, take off hoser."
1122,6590,0,"@lloyd7121 @jjauthor @petermickley 
Approximately 1/2 in one crash. There wasn't supposed to be that many members of a seal team on one bird"
1123,6594,0,@longbongchris mk Hun just textith me
1124,6598,0,@louiev_ lol just getting this..early bird catches the worm!
1125,6599,0,@louisck a video i made -- Porn Actress Sexy Capri Anderson Kissing Video with Charlie Sheen http://t.co/VTH4r762 via @youtube
1126,6603,0,"@luchadora41 so was slavery, prohibition and not letting women to vote... segregation jim crow laws.. etc etc i can do this all day lol"
1127,6621,0,"@mafenske I didn't mock anything! Was asked I believed in Noah's arc and said no, how is that mocking any religion? Opinion that's all"
1128,6627,0,@mallenokc @royceyoung extra yellow.
1129,6628,0,@mandaxll2963 yellow is even better
1130,6637,0,@mark_mac18 @sheppast @rianscalia groves is trash IMO
