,,offensive,tweet
5218,5218,1,@Yes_THAT_KiKi hey send me your songs I need to put them hoes on a CD and bang em when I ride around
5219,5219,0,@YessMe_SHAY I want my poms back lmfao
5220,5220,0,@YesseSmith I was born yellow
5221,5221,1,"@Yg_Trece I agree. You never know she may have been begging to get dropped, makes her pussy wet guaranteed. She married him right after !"
5222,5222,0,"@YouBoysInGreen hahaha, made ya eat crow...."
5223,5223,1,"@YouTalk_ILive I'm crazy, and Wayne can rap about pussy 3 songs in a row"
5224,5224,1,@Youlove_Tyler lol girrrrl these bitches crazzzzy
5225,5225,0,@YoungJeezy got me feelin like #trappin ain't dead. Got me ready to call the #guala! #Salute da truth! #SeenItAll #SeenItAllTheAutobiography
5226,5226,1,@YoungRecklesss_ nahh bitch yu always playn yu almost got her feelings hurt
5227,5227,1,@YoungRecklesss_ the fuck das wat bitches wit uh fuckd up mouf do &#128514;&#128514;
5228,5228,1,"@YourDudeFerg @SammyLightning_ I wish you wood, like a tree in this bitch."
5229,5229,1,"@YourDudeFerg I wish you wood, Like a tree in this bitch"
5230,5230,1,@YourDudeFerg gay fags
5231,5231,1,@YourDudeFerg like a tree in this bitch? Asshat.
5232,5232,1,@Yummys_World &#8220;@ThoughtsOfRandy @STROCORLEONE + That bitch already got past demons in her.Seeding her up just gone fuse more.
5233,5233,1,@YunGMiGo @BigMoneyNiquee &#128530; nicca fucc yu
5234,5234,1,@YunGMiGo @BigMoneyNiquee lol send dat nicca clean out talmbout some n what if he really is &#128514;&#128514;&#128514;
5235,5235,1,@YunGMiGo I said pussy dat ass what be on yo tongue boy
5236,5236,1,@YunGMiGo lol da only reason I can't talk bout da present is cuz my nicca hurt n ain't played all yr
5237,5237,0,@YungCofGOA @12YearsAHaitian need to start mcbob because Williams only shoot let him play with bird
5238,5238,1,@YungIll314 everybody in Dot Mob/O-Red/Mickey Factz when you battled Clips he wore some ancient hong kong shit + 2 different colored hi-tops
5239,5239,1,"@YungIll314 my lifestyles raw dog, one magnum will put a dickhead in the hole, and that was cumin out of the pussy lips"
5240,5240,1,@YungOBG hoe meter went off!
5241,5241,1,@YungRajee Shit ill pay the premium to get away from these anything ass hoes
5242,5242,1,@YungRetweet bitch
5243,5243,1,@Yung_Messiah @NoMeek_JustMilz swear to god log on later. I'm posting the score on every social network you bitch ass nigga
5244,5244,1,@Yung_Messiah nah he pussy he won't
5245,5245,1,@YvngHerbo @PRAYINFORGEMS sup fat bitch
5246,5246,1,@ZELNO96 Someone told me cuz some ppl like to use it as bitch some females don't like being calles female but meh *shrugs*
5247,5247,1,@ZELNO96 one sick bitch
5248,5248,0,@ZP3_ the little girl Tom Sawyer gets trapped in the cave along with Injun Joe and almost die. injun Joe dies and they find his treasure
5249,5249,1,@ZRexxx @SlowDollaz we take your bitch then recieve head from your mom
5250,5250,1,@Z_MEGA fasho fasho .. Hurry ya ass up nicca
5251,5251,1,"@Z_M_G_ &#128514;&#128514;&#128514;&#128514;&#128514; wow. I love how you called yourself a slut, but no really. You wouldn't ever cheat on a girl, bitches are so dumb."
5252,5252,1,@Z_M_G_ thirsty hoes &#128129;
5253,5253,1,@ZachFulton72 they got some cold white hoes in Knoxville tho don't they? right there on the strip? Boaaa
5254,5254,1,@ZachIrving I called people kikes and a lot of fucks
5255,5255,1,@Zach_Dorsey thirsty hoe
5256,5256,1,@Zach_Thein you pussy
5257,5257,1,@ZakSitton lol cracker
5258,5258,1,@ZaneIsClasker @garrett_winker no I like pussy why would I be ashamed of that
5259,5259,1,@ZaneIsClasker Photoshop putting my head on fags is not proof.
5260,5260,1,@ZaneIsClasker the fuck r u talking about I told u once and am going to tell u against nigga I love white bitch gtf bro
5261,5261,1,@ZayCoolAF #yeet we gotta do at least 3 and drop them bitches in like 2 month intervals or some shit
5262,5262,1,@ZayySwanson @_EmaniMilan I'm jus Tryn figure out when all dem niccas was together like dat
5263,5263,1,@Zedd finger my throbbing pussy flaps
5264,5264,1,@Zell_GotDaLOUD bitch tryna get in for free promoting n shit lmaooo I see you in tha cut
5265,5265,1,@Zhugstubble eat bitch
5266,5266,1,@Zhugstubble meet up eat bitch
5267,5267,1,@Zhugstubble meet up so I can Molly whoop yo bitch ass
5268,5268,1,"@Zhugstubble naw nigga what's up with em hands, what happened to the shit you was talking a couple a month's ago, eat bitch"
5269,5269,1,@ZigzagsxKush Katy and clear lake hoes
5270,5270,1,@ZitlalyL &#128529;&#128529;&#128529;&#128529;&#128529;&#128529;&#128529;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128548;&#128548;&#128548;&#128548;&#128548; How is he supposed to attract bitches in a tutu though? &#128530;
5271,5271,1,@ZitlalyL You will and he's gonna get all dem bitches &#128513;
5272,5272,1,@Zohdaa fags
5273,5273,1,"@Zonozi @QuantRyse @Hockeypuck55 Classic drunk Carter texts never fail. Hey stfu I'm coming over. Oops, I'm here come the fuck outside bitch"
5274,5274,1,@Zwaaad fag
5275,5275,1,@ZwengerSierra how about you @ me bitch
5276,5276,1,@_2kkz lol bitch I'm indian!!!!!! You op
5277,5277,1,@_Aly_baby_ well at least If you're going to do somthing you do it.. And don't bitch out.. Even when it's the wrong thing &#128527;
5278,5278,1,"@_Andrizzy_ aw drake is, do you sit in the corner and cry when you listen to him? lmfao, pussy dick rider, how drakes cock taste faggot."
5279,5279,1,@_Andsss cool cool fuck wit u too nicca
5280,5280,1,@_Angeel14 thirsty ass hoe go to sleep &#128514;&#128514;
5281,5281,0,@_BDOE bro u trash at that zombies
5282,5282,1,@_B_R_Y_C_E_ what happened to going fishing bitch?
5283,5283,1,@_BaDa_Bing If it continues.. I turn pussy lol
5284,5284,1,@_BatGangBitchh no hoe
5285,5285,1,@_BeautifulKeezy @darwinjames125 point A ppint an bitch &#128514;&#128514;&#128514;&#128128;
5286,5286,1,@_BeautifulKeezy bitch I died when I read that.
5287,5287,1,@_BeautifulKeezy bitch Wea you going.
5288,5288,1,@_BeautifulKeezy lmfao bitch was I talking to you &#128514;&#128514;
5289,5289,1,@_BeautifulKeezy yess bitch. Messyyy
5290,5290,1,@_BeverlyNoHills bitch... So they can't hold a real nigga down fa long.. &#128546;&#128546;&#128546; bruh ask mama to pay this ticket fa me!!!!!
5291,5291,1,"@_BeverlyNoHills you so fucking nasty. You got held to the wrong pussy. I'm telling , you bet not ever kiss me again!! I'm breaking up w| u!"
5292,5292,0,@_BradleyC skate 2 trash :(:( skate 3 had goat DLC
5293,5293,1,@_BrwnSkinBeaute ahh I'm too much of a bitch to live off campus. I get lazy and wouldn't want to drive home :)
5294,5294,1,@_C_Parris69_ your picture makes you look like a serious fag. #justsayin lol
5295,5295,1,@_CaliStrong - lol it's possible that a hoe can treat you the right way but will she love you the right way? No. A hoe will be a hoe.
5296,5296,1,"@_CaliStrong - lol just think about it, there is a right way &amp; a wrong way to love someone. a hoe may just love you for what you got."
5297,5297,1,@_CharlieA_37 @sean_landez07 y'all's are all little punk ass bitches doe
5298,5298,1,"@_Corayma @LuivilleSluggah TF do I look like, delivery bitch or what ahaha"
5299,5299,1,"@_DCorNothing_ @KyariesDa4 he should! I got tired of hearing how he can eat pussy 10,000 ways like damn &#128514;&#128514;"
5300,5300,0,@_DRACHEOFFICIAL I've tried. I always hit ALT+F4 and eat Mega Stuffed Oreos because I can't figure out those programs. lol
5301,5301,1,@_Dbankss orr why? Thts my lor bae tho wyd why u fucking up hoe?
5302,5302,1,@_Dingyyybritt_ look at what you just said lls new era Girl bye kill bitches w Kindness &amp;&amp; wht cousin?
5303,5303,1,@_Djweezlove not what I said . I want a DJ to mix the track regardless for their own use ! The video gon be dumb retarded with the reg versi
5304,5304,1,"@_Dreamchasers2 ""aint nobody got no time fo dat"" (ghetto black lady voice)"
5305,5305,1,@_Dukefan @KentuckyFanPage thats why we had 8 regular season losses...... #you #are #retarded
5306,5306,1,@_EB_Games @BigBBrown Fuck all you hoes. lol
5307,5307,1,@_ElenaRaquel_ its swag bitch aha
5308,5308,1,"@_GOLDwhippp faggots, old people, people who can't drive, drunk people"
5309,5309,1,"@_IAMKEN fuck Brett Farve redneck ass, he stuckup he don't give a damn lol he be on campus acting like he the shit"
5310,5310,1,"@_IAMKEN you'll make the team, them niggas trash. Lol"
5311,5311,1,"@_IAmDriven_ @HDRealtor not even sure bro, Im ignoring these hurt bitches tonight...lol"
5312,5312,1,"@_IamQuiNichole &#128514;&#128514;&#128514; it's a song, ion kno y he referred to his future wife as a bitch"
5313,5313,1,@_InhaleLove_ bitches love some Alex from target &#128527;
5314,5314,0,@_JaelynBeeee somebody looks like the die on the first tubes on flappy bird lol!
5315,5315,1,@_James_Kirby_ @mflury30 back off ya queer bag
5316,5316,1,@_KaeeJones I gotta find them I know Cali got them hoes
5317,5317,1,@_KaeeJones lmaooo boy thought he wS all type of right spelling that hoe
5318,5318,1,@_KaeeJones the bird gone run from your ass
5319,5319,0,"@_Lakers4Life24 Tracy Morgan is a sad comparison..... Come on try again, Dwight Howard is the most accurate. Stupid monkey."
5320,5320,1,@_Leeyoo @GoldFlacko niggah I'm not yo lil bro the fuck
5321,5321,1,@_Leeyoo what niggah
5322,5322,1,"@_LezzzBeHonest 
I'm colored. Ain't supposed to be no good influence"
5323,5323,1,"@_LezzzBeHonest 
Me bitch!"
5324,5324,1,@_LifeOfSin theeepp that's my bitch
5325,5325,0,"@_Linsanity22 derrrrrrr, 1st of all her songs are actually good compared to the other trash, +++ shes SUCH a showman omg"
5326,5326,1,@_LrAnderson that hoe over that
5327,5327,1,@_Maniac_Mind_ @Marcfoor4 stfu with that what I'm gonna do and just fuck oh pussy ads nigga
5328,5328,1,@_Maniac_Mind_ @jet_life12 @Nick_504_ Am the bitch but u the one steady talking stfu and be bout shit hoe ass nigga
5329,5329,1,"@_Maniac_Mind_ @jet_life12 @Nick_504_ I said I was from where stop putting words in my mouth, that's something a bitch would do"
5330,5330,1,@_Maniac_Mind_ I don't got any beef with you but tell yo boy Alex to stop acting like bitch and bring his duck ass up here.
5331,5331,1,"@_MariaPetrova @markkelly1983 @MissStef0318 @SamHarrisOrg Who? Ok, right-wing teabaggers, gun nuts (like Harris), hell, even fucking cops."
5332,5332,1,@_Marzzz nigger
5333,5333,1,@_MckenzieNoel miss you bitch
5334,5334,1,@_MostDope95_ Jenny says you're an evil bitch.
5335,5335,1,@_Nadiaxo fags
5336,5336,1,@_NoLackingg I kinda figured a lil bit when u said bitch u cute
5337,5337,1,@_PRAWDA_ dying? oh bitch. exit my mentions. her last era was huge. #1 album. #1 tour. golden globe (cont) http://t.co/gkuJXIaDep
5338,5338,1,"@_Perarl bitch all these thick bitches with they ass out on TV , do what you want"
5339,5339,1,"@_Perarl he needs to date a grandma , I'm too turnt up for his lil pussy ass, bro and I called him lil baby names like lame &amp; dork"
5340,5340,1,@_Rachel_Robbins is the realest bitch out here rt
5341,5341,1,@_RenaissanceJay don't send me those boxes we droided up on da mile my nigga. Got da dro droid na drum fo a pussy boy yeer me?
5342,5342,1,@_RenaissanceJay get the loredo steak. Out dat bitch if u ballin
5343,5343,1,@_RenaissanceJay nigga stop hatin bitches be feelin coolio b. N two if u think dem bitch made niggas got yo back u smokin big worm shit
5344,5344,1,@_RenaissanceJay pussy
5345,5345,1,@_ReneashaC @RishaaWilliams Hoe yu erbody bitch &#128514;&#9996;
5346,5346,1,@_RichHomieKevin go to sleep niggah lol
5347,5347,1,@_Saltlife13 Lol chill pussy
5348,5348,1,@_Saltlife13 Long story lol but I've missed you faggot
5349,5349,1,@_SiNCERE18 ; LMAO! . hoes extra sensitive via text.. They swear they hear your tone in every letter. I start using PUNCTUATION'S .
5350,5350,1,"@_SoulSurvivor_ @zakbauer I dont have any problems with zak, but you seem like a faggot http://t.co/NbFAArxvRP"
5351,5351,0,@_SparkleLikeZen saves you a brownie*
5352,5352,1,@_SqueezeMeBaby don't tell the dumb hoes that
5353,5353,1,@_StarrHall_ @Rene_gadeCowboy I am absolutely speechless.That bitch is CRAZY.
5354,5354,1,@_TajMahal_ @_El_Padrino__ @AbellaXXX I'm lmao fa real cuz I really saw her throw dat bitch in a circle lol
5355,5355,1,@_That_Vibe_ bitch I'm Gretchen Weiners I do what I want
5356,5356,1,@_TheBlackNerd wyd fag
5357,5357,1,@_TheCrownedHead &#128548;&#128514;&#128514;&#128514;&#128514; bitch
5358,5358,1,@_TriggaPlease_ @kanyewest he's a faggot
5359,5359,1,@_TriggaPlease_ nigger hello?
5360,5360,1,@_TurnDownDre @Jordan__Grimes @kushdaddycorr @TRob_waddUP that's true idk why your even in this convo you dumb nigger attention whore
5361,5361,1,@_TurnDownDre @kushdaddycorr I can smell your fried chicken ass a mile away boi and clean your nasty ass ears ratchet bitch
5362,5362,1,@_TurnDownDre @kushdaddycorr lmao you stupid nigger
5363,5363,1,@_VIVMMXII yuhh I'm finna hit that hoe! &#128513;&#128077;
5364,5364,1,@_WORDtotheWISE how many times did you listen to that pussy song today?
5365,5365,1,@_WORDtotheWISE some hoe shit
5366,5366,1,@_WORDtotheWISE you must have sent a bird call because I didn't get shit
5367,5367,1,@_XoXoKelsey_ hell naw fuck them bitches serves them right
5368,5368,1,@_YdotM really thou im looking like Hulk Hogan in this bitch
5369,5369,1,"@__0utcast___ but then they said ""oh nah ur not"" but dude I'm getting to be a heartless bitch have you not met me"
5370,5370,1,@__Black_Jesus bitch u know what I mean spell champ these nuts
5371,5371,1,@__Black_Jesus yea I forgot I was talkin to a degenerate faggot
5372,5372,1,@__C_h_i_n_g__ your daughter can date this little fag bag @Bekkalina13 @PimpSlapnCow http://t.co/4SabX0mcus
5373,5373,1,@__DatTootieGurl that hoe can't cook
5374,5374,1,@__Dutch bitch stop hating on such an immaculate suit.
5375,5375,1,@__Dutch my birthday hath already passed with little to no fanfare. So. Enjoy your day and be blessed bitch.
5376,5376,1,@__MotoMoto you a real bitch for that
5377,5377,1,"@__NikesNshiT you better. And ima let that bitch slide right now, just be on standby. &#128536;&#128514;"
5378,5378,1,@__TaeSavage pussy
5379,5379,1,"@__Trail__ take like TAMU... bitches jumped to 6 after beating SC, which ain't that good... @thejournalist44 @That1guyJeff"
5380,5380,1,@___AsiaJ lol my bro said it about a bitch but it can be about u
5381,5381,1,@_____0__o______ faggot
5382,5382,1,@___kd_ i need 2 of the bitches
5383,5383,1,@__angieex3 Ik you were pussy
5384,5384,1,"@__baabyshaay okaaaaay bitch never do we care , edges still laid. &#128514;"
5385,5385,1,@__hannerr__ you're a faggot
5386,5386,1,@__kiante im askin you negro lol
5387,5387,1,@_ajayb no i don't cry im not a bitch(: i was just pissed because the cop was trying to charge me with a hole bunch of bullshit :p
5388,5388,1,@_angelaaau hey fag i &lt;3 you
5389,5389,1,@_asheyk pussy
5390,5390,1,@_bradleey LMFAOOOO yooo I lost my elevator pass &#128557;&#128557; now I can't even share it ...bitch wants me to go get another one &#128530;even tho she knows me
5391,5391,1,@_bradleey SAME&#128530; like bitch it's the struggles to use the stairs let ppl get on &#128074;
5392,5392,1,"@_cblaze @Barbod6FCB @ODDBEAST Man bitch am not gonna do a damn thang, if u don't like what I got to say then unfollow me"
5393,5393,1,@_cblaze @kieffer_jason ask your boy Jason keiffer is he still tryna to get his one on one and y he block me #pussy boy
5394,5394,1,@_cblaze sorry i eat pussy
5395,5395,1,@_chrisbrownn14 fuck bitches get money
5396,5396,0,@_dimejii i know so. What Samklef said wasn't a lie man. This guy think is a beast in Naija Pop. His music is trash not the wizkid of before
5397,5397,1,@_dinora_e jk i would be a bitch if i got them done !
5398,5398,1,@_elennamichelle nope not at all but I'm stuck in a house full of fucking niggers help me escape &#128553;
5399,5399,1,@_elennamichelle only when ur around me &#128523; gotta keep dat scent to keep filthy niggers away
5400,5400,1,"@_fckwatchuthink @Huntermoore or you know, you could just go drink bleach bitch"
5401,5401,1,"@_fullawhite haha my nigga coco :,) I can't wait to fuckkk like a hunna hoes this summer haha jk"
5402,5402,1,@_fullawhite rt me to wey I went to the job interview high then a bitch!! Straight stanking like dank haha eyes red then a hoe
5403,5403,1,@_iGotHer ; bitch dont talk at me like that bro.
5404,5404,0,@_icantmiss Boys still got birds in the cage? Lol
5405,5405,1,@_icantmiss send that hoe &#128514;&#128514;
5406,5406,1,@_illionaire he been taking them hoe lol
5407,5407,1,@_jeff_hank @lgreiner3 @RayceWarden @BigJohn_Studd shut up nigger
5408,5408,1,@_justlexis lol whatever. We're fags.
5409,5409,1,@_lexisperez he ate my pussy i could..
5410,5410,1,@_littlepuffin I just saw a bad bitch on here from mf Switzerland and feel in love
5411,5411,1,@_littlepuffin hoe *
5412,5412,1,@_lostb0y I meant bitch I am scum
5413,5413,1,"@_lostb0y do you, bitch boy?"
5414,5414,1,@_lostb0y no bitch w my dick
5415,5415,1,@_lynnogawa @ that bitch
5416,5416,1,@_michellecole_ nice hoodie faggot
5417,5417,1,@_n1k_nak Status Report: Making a pit stop in Canada to rape bitches
5418,5418,1,@_noWashington he liked that hoe
5419,5419,1,@_noWashington what that hoe was like
5420,5420,1,@_puderbaugh don't be a bitch. Get two.
5421,5421,1,"@_queenveronica haha yolo, did ya hit that hoe?"
5422,5422,1,@_reathie man bring yo bitch ass here ion give a dam bout yo mf attitude
5423,5423,1,@_reathie u better sit yo ass in that bitch til 330
5424,5424,0,@_shegotthis yellow rice black beans and pork chop sis
5425,5425,0,@_spenceyy @5SOS not scanger
5426,5426,1,"@_tee13 @SoftestMuffin @TorahBlaze After you spread that filth of urs to that white dog, he &amp; the good ol boys were ltao on fuckin a monkey"
5427,5427,1,@_tee13 @SoftestMuffin @TorahBlaze u 2 lost puppies dont know shit. Leave them niggers alone u can learn something besides how they like
5428,5428,1,@_tee13 @TorahBlaze @Tommyguns____ @SoftestMuffin let one of them dingy real nigger dogs catch it. Miss Torah dont want that thot shit
5429,5429,1,@_theDarius bitch get that job first.
5430,5430,1,@_theDarius bitch just be looking for my shit.
5431,5431,1,@_theDarius bitch.
5432,5432,1,@_theDarius boy I was clean in them bitches.
5433,5433,1,@_thecrave only if it's funny tweets about ashy niggers
5434,5434,1,@_tiffanycarter bitch... Im mad at you for slapping me &#9995;
5435,5435,1,@_tiffnasty bitches will great valuable pussy always make you use protection. Too many nasty dick niggas out here
5436,5436,1,@_tiffnasty some niggas didnt desrve to have that bitch in the first place
5437,5437,1,"@_tiffnasty yes. LOVE to make em masturbate to my voice, bitches love Southern accents"
5438,5438,1,"@_ton3zz life aint shit but bitches and money, i passed that weed like i studied"
5439,5439,1,@_tonydennis it's trash ik just wanted to fuck with Dorsey
5440,5440,1,@_travvv's pussy. http://t.co/aXm9PCw95T
5441,5441,1,@_turtle_gang lets fuck hawt bitches at Foam and Glow?&#128527;
5442,5442,1,"@_westwest_yall @phampel WooHoo! New Black ""Kill Cracker babies"" Panthers to the rescue! #racist #trash #thugs #Ferguson #fergusonriot"
5443,5443,1,"@_womanoverboard ""nigger"""
5444,5444,1,"@_wordtothewise I am hurt im.not in it wtf, fuck Danielle that bitch"
5445,5445,1,@_xpriceless_ @Casio_DatGuy bitch get punched tf out lol
5446,5446,1,@_xpriceless_ @Casio_DatGuy bitch u got me fuckked up
5447,5447,1,@_xpriceless_ bitch take dat shit down imediatly
5448,5448,1,@_xpriceless_ bitch u forcin it talkin about my family and shit watch out
5449,5449,1,@_xpriceless_ bitch u got me fuckked up go suck lil action whamm like u always do on thursdays and fridays didn't think ik did u
5450,5450,1,@_xpriceless_ correction bitch yo illiterate ass wanna eat my pussy and I got some center street boys dat u can suck up nun major
5451,5451,1,@_xpriceless_ naw fuck u bitch and go suck up cartier
5452,5452,1,@_xpriceless_ ok bitch damn I will I'm not even tierd my phone just dying
5453,5453,1,@_xxsarafina haha that hoe go hard rt
5454,5454,1,@aBartick the bitch in the purple shorts and Aqua beats
5455,5455,1,@a_murda_ happy birthday bad bitch
5456,5456,1,@aaliyahhhm I knowww righttt. I don't even know how to use this shit. How I update my status on this hoe?
5457,5457,1,"@aaryneliza im 60 n I hate elissa, a fake ass cunt"
5458,5458,1,@aasthaxoxo oh shut your mouth i was talkin about the morning you fag
5459,5459,1,@aaymee29 no that's fucking retarded are you drinking tonight or not?
5460,5460,1,@abbey_kuck I just whooped your ass why you turnin pussy
5461,5461,1,@abbywiseman1 haha you were that bitch on our team &#128521;
5462,5462,1,@abdashcole @4x4_nation @NatalieSchroyer fuck a raptor. Have fun with that when the tranny fails on you after 70k miles
5463,5463,0,@abdullah_omar comes from a guy whose sole qualification to be CM is being the lucky sperm :-)
5464,5464,1,@actionLLJackson unless bitch is a word for awesome they are wrong
5465,5465,1,@adamjferraro I'm actually with my boys right now. Your dorky ass is with your mom &amp; dad watching Streit make you his bitch
5466,5466,0,@adnanESPN Houston was top five in AHL attendance while Aeros were here. The transplanted snow bird would love a team.
5467,5467,1,@adorianloveee man fuck this bitch http://t.co/oIXHg4jtv8
5468,5468,1,@aerinblazin right &#128514;&#128557; okay bitch
5469,5469,1,@afuehring is little bitch an emotion? Cuz I'm feeling it..
5470,5470,1,@ahimla2 - we do not want you here either! Suck my pigs arse you muzzie biotch! Get the phuck out and go back to your hellhole life!
5471,5471,1,"@airam12_ I was like ""This bitch better chill-"" Oh hey Maria&#128514;&#128514;&#128514;"
5472,5472,1,@airam12_ Shit I wish it was socially acceptable for me to beat some of these bitches asses. Lmao
5473,5473,1,"@airwolf1967 @NoInfidel33 @tedcruz @SarahPalinUSA @TWShannon in ALASKA!!
Nothing going on, nothing to do, nothing to bitch about, few laws"
5474,5474,0,@aj2amazing Obispo ho. We'll do it big
5475,5475,1,@aj2amazing you already know mane since 6th grade I've been killin hoes
5476,5476,1,@ajam never happen. Too much republican redneck oil money. Sad butt true. #corruptAmerica
5477,5477,1,"@ajbruno14 @JamesOKeefeIII @jdhayworth nope, it's a term used to mock teabagger scum like all three of you. Better luck next time, pal."
5478,5478,0,@akaREKT @LadyVodkax in with the go to air out with the bad air and where's my next brownie
5479,5479,1,@akaYankeee bitch probably deserved it lol
5480,5480,1,@alammus @wesideconnect @ArbitraryDesign @Damn_Jehu @michaelsayeth fellow anarchists quit being vaginas :P like jr high up in this bitch
5481,5481,1,@alammus small man syndrome usually deep down they're huge pussies so they join the authority to compensate their weak ego
5482,5482,1,@alanaaaaaa_ pussy
5483,5483,1,@alanaaaaaa_ why are you laughing . That's you hoe &#128514;
5484,5484,0,@alberdough check cashing on the corner of El Cajon and calwood it's across the steer for pollo loco
5485,5485,1,"@aldofelix naw dude I wish, they're white trash"
5486,5486,1,@alesiahenderson wat a faggot
5487,5487,1,@alexbenovich more than you run pussy
5488,5488,1,"@alexiscarfield Thought to myself SHEEBA-SHEEBA, got my ass lookin' like a zebra!"
5489,5489,1,@alexiscarfield ya damn right nigglet! :D
5490,5490,1,@alexissert leave dyke
5491,5491,1,@alexissixela__ stfu youre a pussy sit your ass down with all that noise
5492,5492,1,@alexisxisabel death to attention hoes
5493,5493,0,"@alexnolan1990 @claddos @takutaneka @regankelly91 ill give you a tip, beware of the ugly birds who hide behind massive lensed sunnies!"
5494,5494,1,@alexrice_ wow your like 3 years late bitch
5495,5495,1,@alexrojas_10 pussy
5496,5496,1,@alexrojas_10 yo fag Rojas
5497,5497,1,@alexxx_carr18 @Nick_504_ sitting here talking about what u would do or gonna do that's something My bitch does
5498,5498,1,@alexxx_carr18 bitch what?
5499,5499,1,@aliciaNOTalisha idk ? I went to to the school like a week ago and the bitch gave me a paper and shit telling me my classes paid for and
5500,5500,1,@alisha_serv thats wassup how u got bitches sending you booty pics tho lol
5501,5501,1,@alizahwi Make yo bitch open her legs.
5502,5502,1,@alliemathews tweet but don't text back ok fag
5503,5503,0,@allsportsbruh how? All of the QBs we had before this season were trash. They brought in a veteran so they could have someone to play
5504,5504,1,@allsportsbruh literally retarded. You were dropped on your head.
5505,5505,1,@allsportsbruh you say waste a draft pick on Manziel when we have Mallet. that's why I'm telling you to delete your account. You're retarded
5506,5506,1,@allyssasss I was a fag back then
5507,5507,0,"@almuirSI Probably, yeah. By most accounts, he has the personality to handle it though. And he can wear a yellow suit if he puts up points."
5508,5508,1,"@alneeZy hung with all dudes and wasn't fuckin no bitches, so. @MauiMescudi"
5509,5509,1,@alwayznpolo fuck all cops. and fuck you too tarah. bitch your elongated nose is shaped like a horses dick. @tarah_dactyl_
5510,5510,1,@alyssadugan15 cry about it. You still can't even talk to me even though I'm supposedly the shady bitch that won't confront you lol
5511,5511,1,@alyssawiens faggot
5512,5512,1,@amandabynes i can give you some of my clothes so you can look like a cute dyke
5513,5513,1,@amarierubio chink eyed !
5514,5514,1,"@ambitiousBree trueee, but I can't wait til the day a bitch try me!!!!"
5515,5515,1,"@amck73 And because it sounds like there is NO prenup, he's gonna cash in, not her. He apparently has ghetto credit. 'magine that?!"
5516,5516,1,@ameriC00N @joeylattime Christian keep laughing and me and him will fuck u up instead pussy bitch
5517,5517,1,"@amyklobuchar he was 17 not 16 &amp; he tried to beat up a much weaker ""creepy ass cracker"" that is why he is dead. If Zimmerman was a woman..."
5518,5518,1,@anandpradhan @kavita_krishnan funny to read retard liberal tweets. But Anand u didn't delete salwar tweet. Anyway say hi to #DigVijaySingh
5519,5519,0,@andersonDrLJA i'm so sick of self serving politicians standing by while BO trashes America. #WeAreRepublicNotRegime #ImpeachObama
5520,5520,1,"@andreajmarkley @gantaro47 Yes, sorry grant, i'm a bitch so i'm going to ignore you like most libtards ignore the majority voice...."
5521,5521,1,@andrewzoudo @BlVckbricks I'm still gonna smack the fuck out them. They trying to act hard over twitter. Haha pussy ass niggas
5522,5522,1,@anepicname only reason I wouldn't give it up is I ahve a fucking CATALOG on this bitch. Arcade games were fire.
5523,5523,1,@angelo_GL @Tommy_Russell_ yall aint gon get a stitch of pussy....
5524,5524,1,@angelo_GL oh yea a-lo aka mr bitches lmao
5525,5525,1,@angelo_papale lol now all ya need is sum beacg bod abs pussy boy
5526,5526,1,@anggxo get off my twitter fag
5527,5527,1,@anniec0429 ugly white bitch
5528,5528,0,"@antiamnesty @AppSame @WhiteHouse 
I agree 100%. No naturalized citizenship, no anchor baby amnesty. All go to parents country of origin."
5529,5529,1,@apmorales96 gotta keep fighting bro Thea hoes just trying to bring me down. #thestrugle
5530,5530,1,"@aravosis May I jump in u ball-less dick-wad? As a conservative, feminist, disabled vet bitch, I wish u luck with a capital F. @DLoesch"
5531,5531,1,@areuseriousrn @harmon_lauren it's okay I'll get bitches on this dick anyway but thanks for the tip
5532,5532,1,"@argylegray @JTrevorHowerton @HollyRFisher I don't give a flying fuck what you think about my tweets, worthless teabagger scum."
5533,5533,0,@ariennajanee its mutual my lil yellow bone&#127827;
5534,5534,0,@ariennajanee thats why youz a yellow bone &#128155;&#128155;
5535,5535,1,@arionnee cuz you know i was playing witchu i aint call yo mama a bitch or say yo brother ugly af did i?
5536,5536,1,@arionnee smh iont understand it but fuck it more hoes for me &#128527;&#128514;
5537,5537,1,@artiequitter fuck 'em if they can't take a joke! liberal pussies only think jokes about sarah palin &amp; daughters are funny.
5538,5538,1,@aschops absolutely agree with that statement. It's just so amusing how angry it makes all these teabagger scumbags. That alone is worth it.
5539,5539,1,@asdfgheatherr no not tonight you're gonna hoe tomorrow
5540,5540,1,@asheZ29 @mskyleighmarie bitches &#128530;
5541,5541,1,@ashhruggiero happy birthday queer
5542,5542,0,@ashley_smith20 colored contacts
5543,5543,1,@ashleyasatu lmaoooo I'm calling her a hoe and I'm mad? Shutcho uglass up
5544,5544,1,@ashleyrike sick bitch!!
5545,5545,0,@ashleyypat17 if im trash ur trash since we baes now
5546,5546,1,@asiahh__ alright bitch I hope someone deletes your life suck 30 dicks and get hit by 2 buses
5547,5547,0,@asiahh__ nah I replied to you like I did to literally everyone else who called it trash... Go and check if you don't believe me
